"imageName","axis","asymmetry","axisMin","asymmetryMin","X..","imageName.1","axis.1","asymmetry.1","axisMin.1","asymmetryMin.1","X...1","imageName.2","axis.2","asymmetry.2","axisMin.2","asymmetryMin.2","X...2","imageName.3","axis.3","asymmetry.3","axisMin.3","asymmetryMin.3","X...3","imageName.4","axis.4","asymmetry.4","axisMin.4","asymmetryMin.4","X...4","imageName.5","axis.5","asymmetry.5","axisMin.5","asymmetryMin.5","X...5"
"./Face/CFD-BF-232-187-N.jpg",849,0.0239895499314276,860,0.0229018173009839,"","./Face/CFD-BF-240-179-N.jpg",849,0.0248394897698876,865,0.0244096604196706,"","./Face/CFD-BF-247-179-N.jpg",849,0.030289312060319,860,0.0300640750783101,"","./Face/CFD-BM-011-016-N.jpg",849,0.0136850719579065,860,0.0125335075581619,"","./Face/CFD-BM-018-001-N.jpg",849,0.0117866061394764,850,0.0117398810618671,"","./Face/CFD-BM-029-024-N.jpg",849,0.00781932911930924,853,0.00757006504267741,""
"./Face/CFD-BF-232-187-N.jpg",850,0.0239366448238768,860,0.0229018173009839,"","./Face/CFD-BF-240-179-N.jpg",850,0.0249731109201012,865,0.0244096604196706,"","./Face/CFD-BF-247-179-N.jpg",850,0.0303943238397684,860,0.0300640750783101,"","./Face/CFD-BM-011-016-N.jpg",850,0.0135921968777044,860,0.0125335075581619,"","./Face/CFD-BM-018-001-N.jpg",850,0.0117398810618671,850,0.0117398810618671,"","./Face/CFD-BM-029-024-N.jpg",850,0.00784841558654095,853,0.00757006504267741,""
"./Face/CFD-BF-232-187-N.jpg",851,0.0239042170258474,860,0.0229018173009839,"","./Face/CFD-BF-240-179-N.jpg",851,0.0251593519340788,865,0.0244096604196706,"","./Face/CFD-BF-247-179-N.jpg",851,0.0303368246689632,860,0.0300640750783101,"","./Face/CFD-BM-011-016-N.jpg",851,0.0135655175378241,860,0.0125335075581619,"","./Face/CFD-BM-018-001-N.jpg",851,0.0118397398746265,850,0.0117398810618671,"","./Face/CFD-BM-029-024-N.jpg",851,0.00773542983816409,853,0.00757006504267741,""
"./Face/CFD-BF-232-187-N.jpg",852,0.0237883030514637,860,0.0229018173009839,"","./Face/CFD-BF-240-179-N.jpg",852,0.025170172099602,865,0.0244096604196706,"","./Face/CFD-BF-247-179-N.jpg",852,0.0302846245826914,860,0.0300640750783101,"","./Face/CFD-BM-011-016-N.jpg",852,0.0134759306496313,860,0.0125335075581619,"","./Face/CFD-BM-018-001-N.jpg",852,0.0119559991286992,850,0.0117398810618671,"","./Face/CFD-BM-029-024-N.jpg",852,0.00757289278802714,853,0.00757006504267741,""
"./Face/CFD-BF-232-187-N.jpg",853,0.0237834690165979,860,0.0229018173009839,"","./Face/CFD-BF-240-179-N.jpg",853,0.0251353501467932,865,0.0244096604196706,"","./Face/CFD-BF-247-179-N.jpg",853,0.0302918494989661,860,0.0300640750783101,"","./Face/CFD-BM-011-016-N.jpg",853,0.0133254907370394,860,0.0125335075581619,"","./Face/CFD-BM-018-001-N.jpg",853,0.0121904272323125,850,0.0117398810618671,"","./Face/CFD-BM-029-024-N.jpg",853,0.00757006504267741,853,0.00757006504267741,""
"./Face/CFD-BF-232-187-N.jpg",854,0.0237536917676042,860,0.0229018173009839,"","./Face/CFD-BF-240-179-N.jpg",854,0.0251181829218574,865,0.0244096604196706,"","./Face/CFD-BF-247-179-N.jpg",854,0.0302450654869655,860,0.0300640750783101,"","./Face/CFD-BM-011-016-N.jpg",854,0.0132070857328652,860,0.0125335075581619,"","./Face/CFD-BM-018-001-N.jpg",854,0.0123569494896841,850,0.0117398810618671,"","./Face/CFD-BM-029-024-N.jpg",854,0.00766429863984965,853,0.00757006504267741,""
"./Face/CFD-BF-232-187-N.jpg",855,0.0237578118222974,860,0.0229018173009839,"","./Face/CFD-BF-240-179-N.jpg",855,0.0249860610716781,865,0.0244096604196706,"","./Face/CFD-BF-247-179-N.jpg",855,0.0302522718804597,860,0.0300640750783101,"","./Face/CFD-BM-011-016-N.jpg",855,0.0131260979882281,860,0.0125335075581619,"","./Face/CFD-BM-018-001-N.jpg",855,0.0124939562817367,850,0.0117398810618671,"","./Face/CFD-BM-029-024-N.jpg",855,0.00769492169333198,853,0.00757006504267741,""
"./Face/CFD-BF-232-187-N.jpg",856,0.0237416345680102,860,0.0229018173009839,"","./Face/CFD-BF-240-179-N.jpg",856,0.0250773585852933,865,0.0244096604196706,"","./Face/CFD-BF-247-179-N.jpg",856,0.0301995883387749,860,0.0300640750783101,"","./Face/CFD-BM-011-016-N.jpg",856,0.0130803433668229,860,0.0125335075581619,"","./Face/CFD-BM-018-001-N.jpg",856,0.0125669397831483,850,0.0117398810618671,"","./Face/CFD-BM-029-024-N.jpg",856,0.00762299363559041,853,0.00757006504267741,""
"./Face/CFD-BF-232-187-N.jpg",857,0.0237320869068636,860,0.0229018173009839,"","./Face/CFD-BF-240-179-N.jpg",857,0.0249763158060086,865,0.0244096604196706,"","./Face/CFD-BF-247-179-N.jpg",857,0.030199858633599,860,0.0300640750783101,"","./Face/CFD-BM-011-016-N.jpg",857,0.0129347284030844,860,0.0125335075581619,"","./Face/CFD-BM-018-001-N.jpg",857,0.0126659885359923,850,0.0117398810618671,"","./Face/CFD-BM-029-024-N.jpg",857,0.00757920785057791,853,0.00757006504267741,""
"./Face/CFD-BF-232-187-N.jpg",858,0.0234072959361667,860,0.0229018173009839,"","./Face/CFD-BF-240-179-N.jpg",858,0.0247621056582096,865,0.0244096604196706,"","./Face/CFD-BF-247-179-N.jpg",858,0.0301725651122915,860,0.0300640750783101,"","./Face/CFD-BM-011-016-N.jpg",858,0.0127690709324193,860,0.0125335075581619,"","./Face/CFD-BM-018-001-N.jpg",858,0.0127959722832864,850,0.0117398810618671,"","./Face/CFD-BM-029-024-N.jpg",858,0.00765354173502376,853,0.00757006504267741,""
